tin/load,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.01,2.885914e-11,3.808001e-11,6.776075e-11,1.258258e-10,2.378737e-10,5.354865e-10,1.324967e-09
0.0231,3.365348e-11,4.406969e-11,7.351911e-11,1.284853e-10,2.406779e-10,5.383494e-10,1.327846e-09
0.0531,4.848136e-11,5.838554e-11,8.679840e-11,1.355175e-10,2.481121e-10,5.458912e-10,1.335427e-09
0.1225,7.436644e-11,8.397914e-11,1.053236e-10,1.517662e-10,2.650182e-10,5.630642e-10,1.352692e-09
0.2823,1.030075e-10,1.158420e-10,1.415727e-10,1.891599e-10,3.036440e-10,6.022414e-10,1.392075e-09
0.6507,1.227796e-10,1.448424e-10,1.900088e-10,2.673595e-10,3.927806e-10,6.924321e-10,1.482712e-09
1.5,1.137397e-10,1.527981e-10,2.313724e-10,3.651773e-10,5.703574e-10,9.003637e-10,1.691610e-09
