tin/load,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.01,1.793328e-09,1.842910e-09,1.968151e-09,2.270774e-09,2.954227e-09,4.598179e-09,8.852870e-09
0.0231,1.794563e-09,1.844130e-09,1.969329e-09,2.271986e-09,2.955426e-09,4.599394e-09,8.854090e-09
0.0531,1.798690e-09,1.848246e-09,1.973448e-09,2.276099e-09,2.959554e-09,4.603508e-09,8.858203e-09
0.1225,1.810287e-09,1.859849e-09,1.985045e-09,2.287706e-09,2.971162e-09,4.615110e-09,8.869799e-09
0.2823,1.839923e-09,1.889480e-09,2.014676e-09,2.317330e-09,3.000776e-09,4.644706e-09,8.899395e-09
0.6507,1.908487e-09,1.958071e-09,2.083289e-09,2.385944e-09,3.069371e-09,4.713282e-09,8.967961e-09
1.5,2.051016e-09,2.100591e-09,2.225801e-09,2.528444e-09,3.211760e-09,4.855647e-09,9.110416e-09
